algorithm,latency_ms,packet_loss_percent,run_number,handshake_time_ms,cpu_time_ms,memory_peak_mb,memory_delta_mb,bytes_transmitted,was_successful,error_msg
ECC-P256,100,5,18,2210.96155499981,9.99999999999801,26.42578125,0.03515625,8856,1,None
ECC-P256,100,5,19,2829.11456500005,20.0000000000049,26.42578125,0.03515625,9432,1,None
ECC-P256,100,5,20,1585.47005400033,20.0000000000031,26.42578125,0.03515625,8464,1,None
ECC-P256,100,5,21,2584.33582699945,19.9999999999978,26.4296875,0.03515625,8624,1,None
ECC-P256,100,5,22,1158.90446899721,19.999999999996,26.4296875,0.03515625,8720,1,None
ECC-P256,100,5,23,2627.97056099953,20.0000000000031,26.4296875,0.03515625,8872,1,None
ECC-P256,100,5,24,1133.53913899846,10.0000000000051,26.4296875,0.03515625,8856,1,None
ECC-P256,100,5,25,1172.8682920002,29.9999999999958,26.43359375,0.03515625,8672,1,None
ECC-P256,100,5,26,1171.26375899898,10.0000000000051,26.4375,0.03515625,8824,1,None
ECC-P256,100,5,27,2909.15903700079,9.99999999999801,26.4375,0.03515625,9112,1,None
ECC-P256,100,5,28,1175.73405399889,9.99999999999801,26.4375,0.03515625,8640,1,None
ECC-P256,100,5,29,1168.03455699846,20.0000000000031,26.4375,0.03515625,8776,1,None
ECC-P256,100,5,30,2884.908318003,9.99999999999801,26.4375,0.03515625,9008,1,None
ECC-P256,100,5,31,1189.8784570003,29.9999999999958,26.4375,0.03515625,8824,1,None
ECC-P256,100,5,32,2838.810473997,30.0000000000011,26.4375,0.03515625,9104,1,None
ECC-P256,100,5,33,1180.6827420005,30.0000000000029,26.4375,0.03515625,8928,1,None
ECC-P256,100,5,34,2439.90923200181,30.0000000000011,26.4375,0.03515625,9000,1,None
ECC-P256,100,5,35,2414.07990800144,49.9999999999998,26.44140625,0.03515625,9320,1,None
ECC-P256,100,5,36,2210.53274299993,29.9999999999958,26.44140625,0.03515625,9048,1,None
ECC-P256,100,5,37,1169.21635999825,19.999999999996,26.44140625,0.03515625,8518,1,None
ECC-P256,100,5,38,1138.87478600009,20.0000000000049,26.44140625,0.03515625,8856,1,None
ECC-P256,100,5,39,1789.63196699988,40.0000000000009,26.44140625,0.03515625,8432,1,None
ECC-P256,100,5,40,2556.24635399727,40.0000000000018,26.44140625,0.03515625,8928,1,None
ECC-P256,100,5,41,1848.55539699856,9.99999999999801,26.44140625,0.03515625,8824,1,None
ECC-P256,100,5,42,1621.64792199837,30.0000000000029,26.44140625,0.03515625,8800,1,None
ECC-P256,100,5,43,1814.72573300198,9.99999999999801,26.44140625,0.03515625,8888,1,None
ECC-P256,100,5,44,1801.98591099906,40.0000000000009,26.44140625,0.03515625,8864,1,None
ECC-P256,100,5,45,1866.78640899845,19.9999999999978,26.4453125,0.03515625,8960,1,None
ECC-P256,100,5,46,1148.68360200126,20.0000000000031,26.44921875,0.03515625,8888,1,None
ECC-P256,100,5,47,2859.73851999734,9.99999999999801,26.421875,0.00390625,9048,1,None
ECC-P256,100,5,48,1139.04682599969,29.9999999999958,26.453125,0.03515625,8808,1,None
ECC-P256,100,5,49,1795.42197100091,9.99999999999801,26.41796875,0,8960,1,None
ECC-P256,100,5,50,2518.44045899998,40.0000000000009,26.453125,0.03515625,8768,1,None
RSA-2048,100,5,1,1824.00208000036,30.0000000000011,26.453125,0.03515625,8222,1,None
RSA-2048,100,5,2,1551.60439799874,29.9999999999976,26.453125,0.03515625,7932,1,None
RSA-2048,100,5,3,1759.65371799975,29.9999999999958,26.453125,0.03515625,8142,1,None
RSA-2048,100,5,4,1566.61810900187,19.999999999996,26.453125,0.03515625,8374,1,None
RSA-2048,100,5,5,1848.04322799755,20.0000000000031,26.45703125,0.03515625,8110,1,None
RSA-2048,100,5,6,1159.12291700079,20.0000000000049,26.45703125,0.03515625,8150,1,None
RSA-2048,100,5,7,1169.13597899838,19.9999999999978,26.45703125,0.03515625,8062,1,None
RSA-2048,100,5,8,1856.05670500081,9.99999999999801,26.45703125,0.03515625,8326,1,None
RSA-2048,100,5,9,1172.19762899913,20.0000000000031,26.45703125,0.03515625,8142,1,None
RSA-2048,100,5,10,1164.0364340019,20.0000000000031,26.45703125,0.03515625,8222,1,None
RSA-2048,100,5,11,1833.43002599941,9.99999999999801,26.45703125,0.03515625,8358,1,None
RSA-2048,100,5,12,1815.26361500073,9.99999999999801,26.45703125,0.03515625,8140,1,None
RSA-2048,100,5,13,2559.86233099975,30.0000000000029,26.45703125,0.03515625,8118,1,None
RSA-2048,100,5,14,1175.30651999914,19.999999999996,26.45703125,0.03515625,7958,1,None
RSA-2048,100,5,15,1871.29689799986,40.0000000000009,26.45703125,0.03515625,8132,1,None
RSA-2048,100,5,16,2822.29694900161,40.0000000000027,26.4609375,0.03515625,8372,1,None
RSA-2048,100,5,17,1166.55662899939,20.0000000000049,26.4609375,0.03515625,8190,1,None
RSA-2048,100,5,18,1175.88104800234,19.999999999996,26.4609375,0.03515625,7958,1,None
RSA-2048,100,5,19,1739.78834599984,39.9999999999956,26.4609375,0.03515625,8470,1,None
RSA-2048,100,5,20,2432.57853900286,19.999999999996,26.4609375,0.03515625,8622,1,None
RSA-2048,100,5,21,1836.21321700048,19.9999999999978,26.4609375,0.03515625,8550,1,None
RSA-2048,100,5,22,2454.53287000055,30.0000000000029,26.46484375,0.03515625,8924,1,None
RSA-2048,100,5,23,2314.25680399843,40.0000000000009,26.46484375,0.03515625,11420,1,None
RSA-2048,100,5,24,1165.78132499853,20.0000000000049,26.46484375,0.03515625,8190,1,None
RSA-2048,100,5,25,1156.92545099955,10.0000000000051,26.46875,0.03515625,8222,1,None
RSA-2048,100,5,26,1190.88696200197,19.9999999999996,26.46875,0.03515625,8254,1,None
RSA-2048,100,5,27,1174.88896400027,29.9999999999958,26.46875,0.03515625,8254,1,None
RSA-2048,100,5,28,1153.36396199928,19.999999999996,26.46875,0.03515625,8222,1,None
RSA-2048,100,5,29,1164.28832300153,20.0000000000031,26.46875,0.03515625,8190,1,None
RSA-2048,100,5,30,2208.31035599986,40.0000000000009,26.46875,0.03515625,8658,1,None
RSA-2048,100,5,31,1851.35846100093,10.0000000000051,26.46875,0.03515625,8478,1,None
RSA-2048,100,5,32,1777.05962700202,40.0000000000009,26.46875,0.03515625,8406,1,None
RSA-2048,100,5,33,2248.07396499818,20.0000000000031,26.46875,0.03515625,8174,1,None
RSA-2048,100,5,34,4232.68154000107,59.9999999999987,26.46875,0.03515625,8238,1,None
RSA-2048,100,5,35,1492.06348999724,29.9999999999958,26.47265625,0.03515625,8070,1,None
RSA-2048,100,5,36,1795.61146899869,10.0000000000051,26.47265625,0.03515625,8244,1,None
RSA-2048,100,5,37,1576.71467700129,20.0000000000031,26.47265625,0.03515625,7862,1,None
RSA-2048,100,5,38,1866.96206299894,30.0000000000029,26.47265625,0.03515625,8222,1,None
RSA-2048,100,5,39,1197.04984100099,19.999999999996,26.47265625,0.03515625,8142,1,None
RSA-2048,100,5,40,1162.71553000115,29.9999999999976,26.47265625,0.03515625,8006,1,None
RSA-2048,100,5,41,1187.70897200011,19.9999999999978,26.47265625,0.03515625,7798,1,None
RSA-2048,100,5,42,1170.46142899926,9.99999999999801,26.47265625,0.03515625,7926,1,None
RSA-2048,100,5,43,2486.1408220022,0,26.47265625,0.03515625,8530,1,None
RSA-2048,100,5,44,2178.6578220017,20.0000000000031,26.47265625,0.03515625,8566,1,None
RSA-2048,100,5,45,2201.10740499877,20.0000000000031,26.4765625,0.03515625,8374,1,None
RSA-2048,100,5,46,1890.86915900043,19.9999999999978,26.4765625,0.03515625,7804,1,None
RSA-2048,100,5,47,1163.68166900065,20.0000000000031,26.4765625,0.03515625,8254,1,None
RSA-2048,100,5,48,2244.28405800063,30.0000000000029,26.48046875,0.03515625,8222,1,None
RSA-2048,100,5,49,1165.64834499877,29.9999999999958,26.48046875,0.03515625,8190,1,None
RSA-2048,100,5,50,1744.85376300072,29.9999999999958,26.48046875,0.03515625,8518,1,None
CRYSTALS-Kyber,100,5,1,1805.23488700055,0,26.48046875,0.03515625,9074,1,None
CRYSTALS-Kyber,100,5,2,2833.28959700157,50.0000000000078,26.48046875,0.03515625,9296,1,None
CRYSTALS-Kyber,100,5,3,1173.35884800195,19.999999999996,26.48046875,0.03515625,8810,1,None
CRYSTALS-Kyber,100,5,4,2879.25865099896,9.99999999999801,26.48046875,0.03515625,8826,1,None
CRYSTALS-Kyber,100,5,5,1858.48067500046,9.99999999999801,26.48046875,0.03515625,8746,1,None
CRYSTALS-Kyber,100,5,6,1158.29042900077,19.9999999999978,26.484375,0.03515625,8738,1,None
CRYSTALS-Kyber,100,5,7,1805.43720999776,9.99999999999801,26.453125,0.00390625,8962,1,None
CRYSTALS-Kyber,100,5,8,2194.16723999893,20.0000000000031,26.484375,0.03515625,8418,1,None
CRYSTALS-Kyber,100,5,9,1810.77165899842,9.99999999999801,26.48828125,0.03515625,9114,1,None
CRYSTALS-Kyber,100,5,10,1162.7044520028,19.9999999999978,26.48828125,0.03515625,8450,1,None
CRYSTALS-Kyber,100,5,11,1163.59631399973,20.0000000000031,26.48828125,0.03515625,8586,1,None
CRYSTALS-Kyber,100,5,12,1167.39054899881,20.0000000000031,26.48828125,0.03515625,8770,1,None
CRYSTALS-Kyber,100,5,13,2856.77715599741,20.0000000000031,26.48828125,0.03515625,8754,1,None
CRYSTALS-Kyber,100,5,14,1566.69737999982,19.999999999996,26.48828125,0.03515625,8658,1,None
CRYSTALS-Kyber,100,5,15,2556.85254700074,29.9999999999958,26.4921875,0.03515625,8738,1,None
CRYSTALS-Kyber,100,5,16,1775.97524800149,29.9999999999976,26.4921875,0.03515625,8970,1,None
CRYSTALS-Kyber,100,5,17,1830.59070200034,9.99999999999801,26.4921875,0.03515625,8994,1,None
CRYSTALS-Kyber,100,5,18,1851.40409199812,20.0000000000049,26.4921875,0.03515625,8842,1,None
CRYSTALS-Kyber,100,5,19,1626.37505200109,30.0000000000011,26.4921875,0.03515625,8370,1,None
CRYSTALS-Kyber,100,5,20,1571.68463900234,30.0000000000029,26.4921875,0.03515625,8634,1,None
CRYSTALS-Kyber,100,5,21,1150.04733699971,29.9999999999958,26.4921875,0.03515625,8634,1,None
CRYSTALS-Kyber,100,5,22,1171.89461599992,19.999999999996,26.4921875,0.03515625,8938,1,None
CRYSTALS-Kyber,100,5,23,1154.53281900045,20.0000000000031,26.49609375,0.03515625,8584,1,None
CRYSTALS-Kyber,100,5,24,1179.6129530012,20.0000000000031,26.49609375,0.03515625,8770,1,None
CRYSTALS-Kyber,100,5,25,2867.93474299702,19.9999999999978,26.5,0.03515625,8626,1,None
CRYSTALS-Kyber,100,5,26,1717.56647399889,30.0000000000011,26.5,0.03515625,9066,1,None
CRYSTALS-Kyber,100,5,27,1176.17589400106,29.9999999999958,26.5,0.03515625,8794,1,None
CRYSTALS-Kyber,100,5,28,2087.10744400014,40.0000000000009,26.5,0.03515625,8530,1,None
CRYSTALS-Kyber,100,5,29,1846.35653399891,9.99999999999801,26.5,0.03515625,8802,1,None
CRYSTALS-Kyber,100,5,30,1191.28596600058,19.9999999999978,26.5,0.03515625,8842,1,None
CRYSTALS-Kyber,100,5,31,1797.35491300016,20.0000000000031,26.5,0.03515625,8522,1,None
CRYSTALS-Kyber,100,5,32,1621.34012800016,20.0000000000031,26.5,0.03515625,8842,1,None
CRYSTALS-Kyber,100,5,33,1170.57749199739,20.0000000000031,26.5,0.03515625,8658,1,None
CRYSTALS-Kyber,100,5,34,1164.57996100144,30.0000000000029,26.5,0.03515625,8738,1,None
CRYSTALS-Kyber,100,5,35,2502.54075200064,49.9999999999989,26.50390625,0.03515625,9002,1,None
CRYSTALS-Kyber,100,5,36,1168.64589000033,20.0000000000031,26.50390625,0.03515625,8842,1,None
CRYSTALS-Kyber,100,5,37,1155.14625200012,20.0000000000049,26.50390625,0.03515625,8770,1,None
CRYSTALS-Kyber,100,5,38,1185.29329699959,19.999999999996,26.50390625,0.03515625,8584,1,None
CRYSTALS-Kyber,100,5,39,1839.35265299806,0,26.50390625,0.03515625,8986,1,None
CRYSTALS-Kyber,100,5,40,1164.32464999889,20.0000000000031,26.50390625,0.03515625,8554,1,None
CRYSTALS-Kyber,100,5,41,1184.70865299969,20.0000000000031,26.50390625,0.03515625,8770,1,None
CRYSTALS-Kyber,100,5,42,4231.99975099851,60.0000000000005,26.50390625,0.03515625,8890,1,None
CRYSTALS-Kyber,100,5,43,1161.76737200294,9.99999999999801,26.50390625,0.03515625,8738,1,None
CRYSTALS-Kyber,100,5,44,1180.63158199948,29.9999999999958,26.50390625,0.03515625,8450,1,None
CRYSTALS-Kyber,100,5,45,1821.65653600168,20.0000000000031,26.50390625,0.03515625,8738,1,None
CRYSTALS-Kyber,100,5,46,1176.45185199945,19.9999999999978,26.5078125,0.03515625,8658,1,None
CRYSTALS-Kyber,100,5,47,3002.75865300137,30.0000000000029,26.5078125,0.03515625,8498,1,None
CRYSTALS-Kyber,100,5,48,2538.26642099739,9.99999999999801,26.5078125,0.03515625,8434,1,None
CRYSTALS-Kyber,100,5,49,1186.53468800039,30.0000000000029,26.51171875,0.03515625,8522,1,None
CRYSTALS-Kyber,100,5,50,1160.47408899976,19.999999999996,26.51171875,0.03515625,8658,1,None
ECC-P256,100,10,1,1660.79181799796,20.0000000000031,26.51171875,0.03515625,8638,1,None
ECC-P256,100,10,2,2223.50593500232,19.9999999999978,26.51171875,0.03515625,8880,1,None
ECC-P256,100,10,3,2199.01169600053,10.0000000000051,26.51171875,0.03515625,8472,1,None
ECC-P256,100,10,4,2341.17948999847,30.0000000000011,26.51171875,0.03515625,8912,1,None
ECC-P256,100,10,5,1656.88732299896,30.0000000000047,26.515625,0.03515625,8776,1,None
ECC-P256,100,10,6,2182.67708000349,29.9999999999958,26.515625,0.03515625,8704,1,None
ECC-P256,100,10,7,2227.90964299929,9.99999999999801,26.515625,0.03515625,8776,1,None
ECC-P256,100,10,8,2490.57276000167,49.9999999999989,26.515625,0.03515625,9048,1,None
ECC-P256,100,10,9,3880.05295399853,9.99999999999801,26.515625,0.03515625,8968,1,None
ECC-P256,100,10,10,2525.70122899851,29.9999999999958,26.515625,0.03515625,9192,1,None
ECC-P256,100,10,11,3553.97636999987,9.99999999999801,26.515625,0.03515625,10968,1,None
ECC-P256,100,10,12,1774.79214699997,40.0000000000009,26.515625,0.03515625,8656,1,None
ECC-P256,100,10,13,1686.44881099681,30.0000000000029,26.515625,0.03515625,8464,1,None
ECC-P256,100,10,14,2190.58527200104,30.0000000000011,26.515625,0.03515625,8824,1,None
ECC-P256,100,10,15,1588.88531599951,30.0000000000029,26.51953125,0.03515625,8592,1,None
ECC-P256,100,10,16,5430.51816400111,99.9999999999996,26.51953125,0.03515625,9016,1,None
ECC-P256,100,10,17,2358.30171800262,29.9999999999958,26.51953125,0.03515625,8400,1,None
ECC-P256,100,10,18,1146.73536100236,10.0000000000051,26.51953125,0.03515625,8352,1,None
ECC-P256,100,10,19,1809.7419859987,9.99999999999801,26.484375,0,8600,1,None
ECC-P256,100,10,20,1152.97415999885,20.0000000000031,26.51953125,0.03515625,8624,1,None
ECC-P256,100,10,21,2194.58614400355,9.99999999999801,26.51953125,0.03515625,8808,1,None
ECC-P256,100,10,22,4226.74955100229,9.99999999999801,26.51953125,0.03515625,9040,1,None
ECC-P256,100,10,23,1142.73417500226,9.99999999999801,26.5234375,0.03515625,8542,1,None
ECC-P256,100,10,24,1191.12513900109,20.0000000000049,26.52734375,0.03515625,8536,1,None
ECC-P256,100,10,25,1157.87829599867,9.99999999999801,26.53125,0.03515625,8536,1,None
ECC-P256,100,10,26,1820.39807899855,30.0000000000029,26.53125,0.03515625,8768,1,None
ECC-P256,100,10,27,1756.09984000039,40.0000000000027,26.53125,0.03515625,8848,1,None
ECC-P256,100,10,28,2476.63867099982,39.9999999999992,26.53125,0.03515625,9070,1,None
ECC-P256,100,10,29,1832.08622299935,9.99999999999801,26.53125,0.03515625,8998,1,None
ECC-P256,100,10,30,1168.37382099766,20.0000000000031,26.53125,0.03515625,8824,1,None
ECC-P256,100,10,31,1661.65186500075,40.0000000000009,26.53125,0.03515625,8744,1,None
ECC-P256,100,10,32,1801.74184099815,10.0000000000051,26.49609375,0,8976,1,None
ECC-P256,100,10,33,3977.01653500189,50.0000000000007,26.53125,0.03515625,8872,1,None
ECC-P256,100,10,34,3598.18272000121,9.99999999999801,26.53125,0.03515625,9456,1,None
ECC-P256,100,10,35,4671.06453199813,30.0000000000029,26.53125,0.03515625,8752,1,None
ECC-P256,100,10,36,1173.13335199651,9.99999999999801,26.53515625,0.03515625,8784,1,None
ECC-P256,100,10,37,3541.25557600128,9.99999999999801,26.53515625,0.03515625,8824,1,None
ECC-P256,100,10,38,1167.95106100108,9.99999999999801,26.53515625,0.03515625,8776,1,None
ECC-P256,100,10,39,4908.17489000256,19.999999999996,26.53515625,0.03515625,9088,1,None
ECC-P256,100,10,40,1187.01464900005,9.99999999999801,26.53515625,0.03515625,8408,1,None
ECC-P256,100,10,41,1165.31848500017,10.0000000000051,26.53515625,0.03515625,8776,1,None
ECC-P256,100,10,42,1154.77321099752,29.9999999999958,26.53515625,0.03515625,8744,1,None
ECC-P256,100,10,43,1796.96707899711,19.999999999996,26.53515625,0.03515625,9040,1,None
ECC-P256,100,10,44,1183.17902199851,9.99999999999801,26.53515625,0.03515625,8702,1,None
ECC-P256,100,10,45,1798.05946400302,0,26.50390625,0,8486,1,None
ECC-P256,100,10,46,1164.53916799946,19.9999999999978,26.5390625,0.03515625,8640,1,None
ECC-P256,100,10,47,2162.71452500223,19.9999999999978,26.5390625,0.03515625,8776,1,None
ECC-P256,100,10,48,2835.50239800024,10.0000000000051,26.5078125,0.00390625,9024,1,None
ECC-P256,100,10,49,3877.61921700076,9.99999999999801,26.5390625,0.03515625,9360,1,None
ECC-P256,100,10,50,1181.40762699841,20.0000000000031,26.54296875,0.03515625,8672,1,None
RSA-2048,100,10,1,1162.28668099939,20.0000000000031,26.54296875,0.03515625,8036,1,None
RSA-2048,100,10,2,2858.65628799729,9.99999999999801,26.54296875,0.03515625,8486,1,None
RSA-2048,100,10,3,1861.27652299911,19.999999999996,26.54296875,0.03515625,8208,1,None
RSA-2048,100,10,4,3820.89668100161,29.9999999999958,26.54296875,0.03515625,8510,1,None
RSA-2048,100,10,5,2203.7880229982,9.99999999999801,26.546875,0.03515625,8038,1,None
RSA-2048,100,10,6,4216.85358400282,70.0000000000038,26.546875,0.03515625,8470,1,None
RSA-2048,100,10,7,1155.69077400141,9.99999999999801,26.546875,0.03515625,7990,1,None
RSA-2048,100,10,8,1802.457091002,9.99999999999801,26.546875,0.03515625,8350,1,None
RSA-2048,100,10,9,3838.04611600135,9.99999999999801,26.546875,0.03515625,8110,1,None
RSA-2048,100,10,10,1166.07596700123,19.9999999999978,26.546875,0.03515625,8254,1,None
RSA-2048,100,10,11,1162.80821100008,19.9999999999978,26.546875,0.03515625,7726,1,None
RSA-2048,100,10,12,1829.51083200169,30.0000000000029,26.546875,0.03515625,8350,1,None
RSA-2048,100,10,13,1141.36138499816,9.99999999999801,26.546875,0.03515625,8222,1,None
RSA-2048,100,10,14,1809.73562300278,20.0000000000031,26.546875,0.03515625,8246,1,None
RSA-2048,100,10,15,1826.90500299941,9.99999999999979,26.55078125,0.03515625,8510,1,None
RSA-2048,100,10,16,1866.89380499956,9.99999999999801,26.55078125,0.03515625,8582,1,None
RSA-2048,100,10,17,1145.11468799901,10.0000000000051,26.55078125,0.03515625,8190,1,None
RSA-2048,100,10,18,1662.16374100259,40.0000000000009,26.55078125,0.03515625,8206,1,None
RSA-2048,100,10,19,3344.9721040015,49.9999999999989,26.55078125,0.03515625,8206,1,None
RSA-2048,100,10,20,1572.80619699668,30.0000000000029,26.55078125,0.03515625,8070,1,None
RSA-2048,100,10,21,2724.99540599893,30.0000000000029,26.55078125,0.03515625,8246,1,None
RSA-2048,100,10,22,2445.01579999996,49.9999999999989,26.55078125,0.03515625,8254,1,None
RSA-2048,100,10,23,1132.98404399757,9.99999999999801,26.55078125,0.03515625,8070,1,None
RSA-2048,100,10,24,1579.90912699825,40.0000000000009,26.55078125,0.03515625,8086,1,None
RSA-2048,100,10,25,1183.46454699713,10.0000000000051,26.5546875,0.03515625,8086,1,None
RSA-2048,100,10,26,1568.47537099748,20.0000000000031,26.55859375,0.03515625,7926,1,None
RSA-2048,100,10,27,2527.67333400334,19.9999999999978,26.55859375,0.03515625,8190,1,None
RSA-2048,100,10,28,1573.47792300061,30.0000000000029,26.55859375,0.03515625,7932,1,None
RSA-2048,100,10,29,1842.13051900224,30.0000000000029,26.55859375,0.03515625,8318,1,None
RSA-2048,100,10,30,1176.35406599948,10.0000000000051,26.55859375,0.03515625,7990,1,None
RSA-2048,100,10,31,1550.63538100148,30.0000000000029,26.55859375,0.03515625,7918,1,None
RSA-2048,100,10,32,1183.36059499779,9.99999999999801,26.55859375,0.03515625,7724,1,None
RSA-2048,100,10,33,7680.23391400129,69.9999999999967,26.55859375,0.03515625,8764,1,None
RSA-2048,100,10,34,4740.25502099903,59.9999999999969,26.55859375,0.03515625,8206,1,None
RSA-2048,100,10,35,1863.19973799982,20.0000000000067,26.5625,0.03515625,7910,1,None
RSA-2048,100,10,36,1829.25801700185,0,26.5625,0.03515625,8414,1,None
RSA-2048,100,10,37,1841.0835959985,20.0000000000049,26.56640625,0.03515625,8114,1,None
RSA-2048,100,10,38,3857.62924299706,0,26.56640625,0.03515625,8328,1,None
RSA-2048,100,10,39,2453.75530999809,29.9999999999958,26.56640625,0.03515625,8438,1,None
RSA-2048,100,10,40,1797.75600599896,30.0000000000011,26.56640625,0.03515625,8390,1,None
RSA-2048,100,10,41,1139.90898699922,19.999999999996,26.56640625,0.03515625,8198,1,None
RSA-2048,100,10,42,1815.85599100072,9.99999999999801,26.53125,0,7934,1,None
RSA-2048,100,10,43,1167.63742499825,19.9999999999978,26.56640625,0.03515625,7956,1,None
RSA-2048,100,10,44,3199.23239199852,49.9999999999989,26.56640625,0.03515625,9092,1,None
RSA-2048,100,10,45,1873.42804699802,0,26.5703125,0.03515625,8350,1,None
RSA-2048,100,10,46,2225.61159399993,10.0000000000051,26.5703125,0.03515625,8110,1,None
RSA-2048,100,10,47,1164.57157100012,30.0000000000029,26.5703125,0.03515625,7934,1,None
RSA-2048,100,10,48,2192.02731000041,9.99999999999801,26.5703125,0.03515625,8174,1,None
RSA-2048,100,10,49,1179.98075500145,19.999999999996,26.5703125,0.03515625,7902,1,None
RSA-2048,100,10,50,3876.78502300332,20.0000000000067,26.5703125,0.03515625,8798,1,None
CRYSTALS-Kyber,100,10,1,1173.97339499803,19.999999999996,26.57421875,0.03515625,8402,1,None
CRYSTALS-Kyber,100,10,2,1164.59634900093,19.9999999999978,26.57421875,0.03515625,8506,1,None
CRYSTALS-Kyber,100,10,3,2416.68815400044,30.0000000000011,26.57421875,0.03515625,8626,1,None
CRYSTALS-Kyber,100,10,4,1819.85502500174,9.99999999999801,26.57421875,0.03515625,8690,1,None
CRYSTALS-Kyber,100,10,5,3029.58805800154,49.9999999999989,26.578125,0.03515625,8754,1,None
CRYSTALS-Kyber,100,10,6,1177.89974100015,19.9999999999978,26.578125,0.03515625,8842,1,None
CRYSTALS-Kyber,100,10,7,1182.42224999995,19.999999999996,26.578125,0.03515625,8586,1,None
CRYSTALS-Kyber,100,10,8,1782.0585240006,40.0000000000009,26.578125,0.03515625,8626,1,None
CRYSTALS-Kyber,100,10,9,1898.06589900036,30.0000000000011,26.578125,0.03515625,8450,1,None
CRYSTALS-Kyber,100,10,10,2557.24232699868,29.9999999999958,26.578125,0.03515625,8906,1,None
CRYSTALS-Kyber,100,10,11,2852.50620200168,10.0000000000051,26.578125,0.03515625,8698,1,None
CRYSTALS-Kyber,100,10,12,1879.92125699748,19.9999999999978,26.578125,0.03515625,8882,1,None
CRYSTALS-Kyber,100,10,13,1559.57804799982,29.999999999994,26.578125,0.03515625,8450,1,None
CRYSTALS-Kyber,100,10,14,1801.1199140019,30.0000000000011,26.578125,0.03515625,8600,1,None
CRYSTALS-Kyber,100,10,15,1161.80695100047,20.0000000000031,26.578125,0.03515625,8738,1,None
CRYSTALS-Kyber,100,10,16,1869.73939699965,30.0000000000029,26.58203125,0.03515625,8434,1,None
CRYSTALS-Kyber,100,10,17,2200.56420999754,29.9999999999958,26.58203125,0.03515625,8858,1,None
CRYSTALS-Kyber,100,10,18,1169.45852199933,9.99999999999801,26.58203125,0.03515625,8602,1,None
CRYSTALS-Kyber,100,10,19,2209.29568599968,10.0000000000051,26.58203125,0.03515625,8546,1,None
CRYSTALS-Kyber,100,10,20,1657.81401099957,20.0000000000031,26.58203125,0.03515625,8690,1,None
CRYSTALS-Kyber,100,10,21,1821.19574199896,0,26.58203125,0.03515625,8842,1,None
CRYSTALS-Kyber,100,10,22,1865.49876500067,19.9999999999978,26.58203125,0.03515625,8498,1,None
CRYSTALS-Kyber,100,10,23,1779.73324399863,10.0000000000051,26.58203125,0.03515625,9266,1,None
CRYSTALS-Kyber,100,10,24,1824.78172799893,30.0000000000011,26.58203125,0.03515625,8496,1,None
CRYSTALS-Kyber,100,10,25,1818.62520499999,40.0000000000009,26.5859375,0.03515625,8954,1,None
CRYSTALS-Kyber,100,10,26,2493.61607399987,30.0000000000011,26.58984375,0.03515625,12432,1,None
CRYSTALS-Kyber,100,10,27,2528.54087499873,9.99999999999801,26.58984375,0.03515625,8690,1,None
CRYSTALS-Kyber,100,10,28,1153.22342699801,29.9999999999976,26.58984375,0.03515625,8472,1,None
CRYSTALS-Kyber,100,10,29,1168.73810800098,19.999999999996,26.58984375,0.03515625,8658,1,None
CRYSTALS-Kyber,100,10,30,4222.3549099981,70.0000000000021,26.58984375,0.03515625,9160,1,None
CRYSTALS-Kyber,100,10,31,1567.65289699979,30.0000000000029,26.58984375,0.03515625,8288,1,None
CRYSTALS-Kyber,100,10,32,3005.05484699897,70.0000000000038,26.58984375,0.03515625,8658,1,None
CRYSTALS-Kyber,100,10,33,4181.97453099856,49.9999999999989,26.58984375,0.03515625,8746,1,None
CRYSTALS-Kyber,100,10,34,1200.2221799994,30.0000000000029,26.58984375,0.03515625,8842,1,None
CRYSTALS-Kyber,100,10,35,1828.49191900095,20.0000000000031,26.59375,0.03515625,8368,1,None
CRYSTALS-Kyber,100,10,36,1154.12555500006,20.0000000000031,26.59375,0.03515625,8706,1,None
CRYSTALS-Kyber,100,10,37,1784.35053100111,40.0000000000009,26.59375,0.03515625,8362,1,None
CRYSTALS-Kyber,100,10,38,2610.95071300224,19.999999999996,26.59375,0.03515625,8712,1,None
CRYSTALS-Kyber,100,10,39,1841.34647800238,0,26.59375,0.03515625,8866,1,None
CRYSTALS-Kyber,100,10,40,1166.16585800148,10.0000000000051,26.59375,0.03515625,9002,1,None
CRYSTALS-Kyber,100,10,41,1187.19456300096,20.0000000000031,26.59375,0.03515625,8738,1,None
CRYSTALS-Kyber,100,10,42,1165.00485099823,30.0000000000029,26.59375,0.03515625,8554,1,None
CRYSTALS-Kyber,100,10,43,1168.88647200176,19.9999999999978,26.59375,0.03515625,8690,1,None
CRYSTALS-Kyber,100,10,44,2629.15719000011,50.000000000006,26.59375,0.03515625,8530,1,None
CRYSTALS-Kyber,100,10,45,1837.86485200108,29.9999999999958,26.59765625,0.03515625,8770,1,None
CRYSTALS-Kyber,100,10,46,1851.35234799964,19.999999999996,26.59765625,0.03515625,8418,1,None
CRYSTALS-Kyber,100,10,47,2583.27569999892,19.999999999996,26.59765625,0.03515625,8770,1,None
CRYSTALS-Kyber,100,10,48,2535.96270700291,19.9999999999978,26.59765625,0.03515625,8962,1,None
